1:904165 [-0.16305764  4.65142072 -0.23944419]
8:95150036 [-0.06494488  4.69197595 -0.32550757]
8:95565273 [ 0.40629509  4.09427301 -0.24033361]
8:95657956 [ 0.24248222  4.28488523 -0.14738488]
8:95734714 [-0.14876815  4.69544757 -0.13298961]
8:96239113 [ 0.10438923  4.55915692 -0.30130649]
8:96378601 [-0.08639485  4.7063616  -0.31281577]
8:96553127 [ 0.36880524  4.41798617 -0.30133398]
8:96925157 [ 0.32732342  4.29237918 -0.21460967]
8:98090586 [ 0.31596472  4.30983118 -0.14755307]
8:98893864 [-0.07744604  4.73752636 -0.2733301 ]
8:99008015 [-0.39996177  4.87024478 -0.26561881]
8:99045344 [-0.22203297  4.63984511 -0.27226517]
8:99794459 [-0.43712372  5.27122249 -0.27716682]
8:101104014 [-0.12171268  4.6676169  -0.26839618]
8:101252680 [ 0.06507754  4.53407828 -0.23555086]
8:101586133 [-0.1690867   4.7465355  -0.24579133]
8:101637840 [-0.0616487   4.645911   -0.25983753]
8:102261691 [ 0.02847558  4.62459802 -0.32046206]
8:103620332 [-0.44002181  4.80289231 -0.19420034]
8:103940219 [-0.20366764  4.75506958 -0.25539151]
8:104287845 [ 0.07209855  4.55903007 -0.2115288 ]
8:104427359 [-0.24457805  4.8031045  -0.25187582]
8:105216321 [ 0.08771115  4.52977158 -0.2819196 ]
8:105278802 [ 0.2230757   4.44689457 -0.34503428]
8:105394466 [-0.45459176  5.05280604 -0.2017899 ]
8:105784723 [ 0.00551401  4.64440741 -0.33281934]
8:105810397 [ 0.17256242  4.51067238 -0.2852864 ]
8:106032537 [-0.04206768  4.58617473 -0.2258492 ]
8:106482105 [ 0.24757531  4.30326231 -0.32682284]
8:106815474 [-0.39371416  4.65085225 -0.18036279]
8:107278277 [-0.46685746  4.9112224  -0.24340539]
8:108378311 [-0.05887601  4.6892028  -0.24031637]
8:109228008 [-0.24840926  4.859988   -0.18907331]
8:111665105 [-0.64945012  4.84633526 -0.17952396]
8:112226560 [-0.78183027  4.83441882 -0.23848778]
8:112562494 [ 0.24124389  4.48039047 -0.2508777 ]
8:112591382 [-0.4975948   4.95869077 -0.23423738]
8:112976141 [ 0.21510905  4.54790202 -0.24958644]
8:114285601 [-0.42618078  4.93736389 -0.25063279]
8:114485653 [ 0.33647308  4.42779381 -0.29267204]
8:114918152 [ 0.23092795  4.52176089 -0.23248259]
8:115184664 [ 0.2073657   4.30713326 -0.28508306]
8:115650409 [-0.19833617  4.82819689 -0.26186072]
8:116005882 [-0.22657956  4.86117805 -0.18859785]
8:116081696 [ 0.50053833  4.40157423 -0.23640909]
8:116203234 [-0.01997454  4.62997339 -0.20798196]
8:118040071 [-0.13060261  4.76061151 -0.21782961]
8:118641568 [-0.56109583  5.1561992  -0.27707942]
8:118913191 [-0.33565775  4.66976065 -0.26912929]
8:119167602 [ 0.12906679  4.57235157 -0.30313727]
8:119171312 [ 0.39365859  4.12428129 -0.28416322]
8:119194911 [ 0.14815554  4.50899777 -0.33248055]
8:119428944 [ 0.18649329  4.50675336 -0.30394295]
8:119769809 [ 0.04699112  4.59977414 -0.3001828 ]
8:120187354 [-0.34214207  5.09873613 -0.28926739]
8:120357114 [ 0.20543323  4.29411178 -0.28687095]
8:120569877 [-0.60702766  4.75156867 -0.20509455]
8:120847188 [-0.35479533  5.06649493 -0.1906056 ]
8:121081153 [-0.53147896  4.9211405  -0.25718083]
8:121190297 [-0.17840254  4.69116467 -0.17196959]
8:121234756 [ 0.05294612  4.53300877 -0.2155091 ]
8:121240812 [ 0.17753187  4.56814336 -0.27030424]
8:121259843 [ 0.0375933   4.62240516 -0.34480582]
8:121298156 [-0.4881473   4.7146145  -0.24898504]
8:122117842 [ 0.60187307  4.34826842 -0.16287236]
8:122650052 [ 0.11827415  4.49414639 -0.26900954]
8:122655982 [-0.23743586  4.83507504 -0.19510844]
8:122686768 [ 0.06865326  4.57839597 -0.36745357]
8:123281374 [ 3.84977329e-03  4.60769099e+00 -2.52713377e-01]
8:123908653 [-0.9516095   4.69535575 -0.28162184]
8:124206324 [ 0.48598028  4.39029069 -0.16855963]
8:124804669 [-0.35030527  4.8607566  -0.18070639]
8:124927711 [-0.25318801  4.75470583 -0.24238495]
8:124987478 [ 0.2322312   4.46178078 -0.2346012 ]
8:125107201 [-0.20503444  4.85836921 -0.2062409 ]
8:125531405 [ 0.1502942   4.57093392 -0.22720617]
8:125562029 [ 0.21646726  4.58690316 -0.27675985]
8:125606068 [ 0.08107252  4.52004004 -0.22464766]
8:125753813 [ 0.08537201  4.50642669 -0.17697169]
8:126013303 [-0.29536574  4.88182482 -0.21640991]
8:126888589 [-0.40059095  5.08563038 -0.23615073]
8:126997700 [-0.38424054  4.78883277 -0.2792985 ]
8:127343692 [-0.3770247   4.79670618 -0.16830853]
8:127477665 [ 0.23330845  4.23307578 -0.24287146]
8:127980684 [-0.03492018  4.76545746 -0.34223585]
8:128571759 [ 0.1748925   4.49383062 -0.23892316]
8:128600662 [ 0.25247013  4.48311071 -0.30704594]
8:128637028 [-0.07002889  4.69938295 -0.2413066 ]
8:129036062 [-0.47851625  4.79290102 -0.25428426]
8:129082378 [-0.19568632  4.79025803 -0.31420118]
8:129225502 [ 0.01624197  4.65494903 -0.27415109]
8:129884159 [ 0.53798923  4.25073608 -0.24029505]
8:130329068 [-0.27670416  4.73935285 -0.28926621]
8:130661418 [ 0.38363025  4.45786774 -0.22273454]
8:131540586 [-0.20486783  4.73879755 -0.28578337]
8:131550333 [ 0.00664721  4.63529507 -0.30185028]
8:131554761 [ 0.14788909  4.4500107  -0.28034338]
8:132712674 [-0.1726429   4.72934939 -0.15877909]
8:133098382 [-0.3052826   5.09346401 -0.26355466]
8:133786954 [ 0.40332582  3.83399098 -0.18397689]
8:133881244 [-0.04913558  4.63960913 -0.28869884]
8:133900386 [ 0.17499991  4.43581092 -0.35648009]
8:133984058 [-0.43455584  4.9094797  -0.17258883]
8:134108546 [-0.19511746  4.74982168 -0.10503433]
8:134323951 [-0.31004311  4.98637813 -0.26868035]
8:135419683 [-0.04126143  4.60236048 -0.20921433]
8:135537773 [-0.42095582  4.85532285 -0.17290064]
8:135607485 [-0.49283619  4.70507206 -0.27573559]
8:136058795 [-0.0659854   4.61073263 -0.21216128]
8:136378593 [-0.26172246  4.76763221 -0.36088845]
8:136539132 [ 0.3023871   4.39576117 -0.32839157]
8:136758835 [ 0.04110929  4.53992408 -0.20580184]
8:136839229 [-0.19157239  4.86616908 -0.19234627]
8:137013447 [-0.01040581  4.64631967 -0.23990498]
8:137062557 [ 0.14473601  4.59118203 -0.30723236]
8:137201005 [ 0.3108795   4.21281371 -0.25289504]
8:137313825 [ 0.07755786  4.54140405 -0.265787  ]
8:137679805 [ 0.02004474  4.57284036 -0.20614014]
8:138148917 [-0.02341069  4.61326401 -0.2603959 ]
8:138333969 [-0.54519634  4.87675857 -0.21852157]
8:138495720 [ 0.67053393  3.66106091 -0.18067326]
8:138791415 [ 0.28622747  4.44500193 -0.2712083 ]
8:138844863 [-0.6429624   4.80053376 -0.1711625 ]
8:138964007 [ 2.89650062e-03  4.63339733e+00 -2.90902967e-01]
8:139188250 [ 0.38020478  4.03683569 -0.21939852]
8:139701209 [-0.27104829  4.781456   -0.21113472]
8:139900534 [ 0.73466166  3.38762754 -0.19622725]
8:141177627 [ 0.73148338  3.40197636 -0.3253737 ]
8:142209543 [ 0.28996491  4.35785518 -0.25993363]
8:142222445 [-0.07415773  4.75697184 -0.30597295]
8:142489410 [ 0.26790309  4.4801315  -0.24035163]
8:143108079 [ 0.09149084  4.53742217 -0.3873461 ]
8:143528511 [-0.20908816  4.6830826  -0.25193488]
8:143653364 [-0.12383299  4.7719722  -0.36166065]
8:143824483 [ 0.24735011  4.50406827 -0.25457621]
8:143830359 [ 0.14229551  4.55335819 -0.22309024]
8:143984880 [-0.01584674  4.60642064 -0.208728  ]
8:144134969 [ 0.23239054  4.22806222 -0.26574621]
8:144239859 [-0.30784878  4.89825576 -0.21555465]
8:144413416 [-0.54760967  4.7848694  -0.2047696 ]
8:144694067 [-0.12074221  4.70663467 -0.26748921]
8:144732450 [ 0.03820683  4.63390746 -0.32119713]
8:144803220 [-0.9526344   4.63215843 -0.26928604]
8:144990784 [-0.43048849  4.5644893  -0.17251514]
8:145113241 [-0.61260461  4.81162705 -0.20855304]
8:145639726 [ 0.29389403  4.39779397 -0.23388615]
8:145665407 [-0.60442483  5.21918522 -0.29479726]
8:145665422 [-0.95899126  4.63499069 -0.24500645]
9:334337 [-0.13234075  4.66226718 -0.21712691]
9:464920 [ 0.11529642  4.41421967 -0.24495554]
9:589875 [ 0.06457044  4.61549086 -0.29441297]
9:607738 [-0.22694874  4.92556119 -0.2972512 ]
9:737436 [ 0.1043034   4.53699581 -0.16389587]
9:932875 [-0.4897667   4.90262387 -0.20925505]
9:1199448 [ 0.07343818  4.51401631 -0.0891947 ]
9:1258510 [ 3.87947531e-03  4.64390276e+00 -2.94297662e-01]
9:1323164 [ 0.19345394  4.29764408 -0.27814644]
9:1403492 [ 0.16726188  4.51280027 -0.26255264]
9:1926729 [-0.36882459  4.94972874 -0.16471621]
9:2115271 [-0.11199798  4.72887139 -0.27209225]
9:2250413 [ 0.46661984  4.21238384 -0.17182166]
9:2379343 [-0.31795861  4.79408501 -0.14319998]
9:3394094 [-0.04340113  4.64979571 -0.20631567]
9:3823277 [ 0.16565139  4.34087847 -0.17123837]
9:3971746 [-0.21776843  4.64389585 -0.20424584]
9:4118540 [-0.83287751  4.61694307 -0.25457279]
9:4722462 [ 0.43778505  4.4532716  -0.18796475]
9:4784933 [-0.42786489  4.7488247  -0.23728627]
9:5534243 [-0.41467748  4.85886101 -0.18905124]
9:5644555 [ 0.17095476  4.45201805 -0.24263301]
9:6231239 [ 0.34271444  4.32227117 -0.20507214]
9:6618018 [-0.03773912  4.58036554 -0.14118562]
9:6641802 [-0.31177898  5.056593   -0.2407312 ]
9:6665010 [-0.46171843  4.72285323 -0.20102386]
9:6849317 [-0.04660912  4.63831689 -0.273582  ]
9:6895374 [-0.07006429  4.67610959 -0.26794372]
9:6984236 [ 0.07302046  4.52481774 -0.15371477]
9:6999846 [ 0.21395816  4.47088553 -0.27866542]
9:7174673 [ 0.09451157  4.57261912 -0.23630756]
9:7231323 [-0.10257829  4.67056861 -0.24881538]
9:7257340 [-0.10209887  4.64621437 -0.30585918]
9:7426221 [ 0.3719405   4.4193578  -0.23983503]
9:7579004 [ 0.35619153  4.15891485 -0.24945501]
9:7707372 [ 0.16433604  4.53989741 -0.23861552]
9:7725346 [ 0.16279361  4.46489722 -0.14792382]
9:7980064 [-0.1961581   4.78080733 -0.27526178]
9:8518052 [ 0.06886054  4.62218684 -0.26260812]
9:8553569 [-0.70385138  5.13024363 -0.18844642]
9:8873449 [ 0.0189138   4.64217365 -0.31480647]
9:9252865 [ 0.04169967  4.54807936 -0.22058477]
9:9489220 [ 0.26972158  4.41589327 -0.20359629]
9:10044783 [ 0.14062494  4.53519279 -0.31872933]
9:10295912 [-0.39326746  4.93712792 -0.24493042]
9:10505161 [ 0.12801473  4.48566238 -0.29094979]
9:10561180 [ 0.25565405  4.55532055 -0.22968966]
9:10990046 [ 0.46483271  4.12884891 -0.19003669]
9:11009397 [-0.21172266  5.0354539  -0.08734811]
9:12013711 [ 0.33992656  4.42058072 -0.23895378]
9:12763001 [ 0.11153159  4.60160246 -0.2472076 ]
9:13458523 [-0.15417738  4.70417496 -0.21818045]
9:13568063 [-0.29342654  4.78875321 -0.23101082]
9:14215878 [ 0.14157156  4.52457905 -0.20578628]
9:14405158 [ 0.02018193  4.5600677  -0.24579141]
9:14821333 [-0.17336269  4.64522505 -0.2217525 ]
9:15084766 [-0.17856067  4.91197251 -0.32553842]
9:15157977 [-0.87666751  4.75132142 -0.23886232]
9:15188106 [ 0.18902224  4.35159283 -0.31881508]
9:15229622 [ 0.08421522  4.60184409 -0.29166617]
9:15310704 [ 0.05643466  4.56787162 -0.24222962]
9:15350556 [-0.39463005  4.84230031 -0.35592915]
9:15370575 [ 0.37816871  4.19040607 -0.28636891]
9:15467175 [-0.62480032  4.78634185 -0.26654496]
9:16205165 [-0.30599515  4.92286317 -0.23023825]
9:16390697 [-0.55865051  4.93068254 -0.31844922]
9:16424985 [ 0.01498151  4.58871708 -0.18886702]
9:17378776 [-0.03960829  4.60661434 -0.21824814]
9:17581039 [-0.05440572  4.65434389 -0.26058118]
9:17814272 [ 0.30053655  4.32865275 -0.30136134]
9:18277618 [-0.04132162  4.69000931 -0.3594989 ]
9:18506190 [ 0.48750477  4.55358642 -0.22974056]
9:18598470 [ 0.06898935  4.43346961 -0.17761516]
9:18751638 [-0.19443834  4.8075701  -0.29707631]
9:18888920 [ 0.05955659  4.60224579 -0.24410595]
9:18935680 [-0.217434    4.8590325  -0.23394326]
9:19253268 [ 0.39167012  4.21456016 -0.23248653]
9:19290794 [ 1.02725372  4.61515168 -0.30300675]
9:19350763 [-1.14366822  4.64040807 -0.24510978]
9:19492973 [-0.12828005  4.67954337 -0.28598075]
9:20032728 [ 0.10805944  4.5877351  -0.26651804]
9:20084210 [-0.21492305  4.76103117 -0.27411295]
9:20190821 [ 0.18173559  4.42808376 -0.24831109]
9:20238152 [ 0.27001531  4.57947073 -0.24847203]
9:20508503 [-0.31735449  4.81860561 -0.33358127]
9:20756547 [-0.037278    4.75490999 -0.29490316]
9:21017743 [ 0.04415652  4.56794876 -0.28688667]
9:21816758 [-0.29890819  4.82470114 -0.16268907]
9:22513603 [ 0.29985909  4.56933162 -0.29220119]
9:23486165 [-0.74264908  4.66163588 -0.15912753]
9:24960893 [ 0.3745228   4.19321673 -0.25265173]
9:25557615 [ 0.19101379  4.60062131 -0.25971107]
9:25607913 [-0.1656094   4.62982245 -0.19650481]
9:25897335 [-0.44763888  4.96804439 -0.1968244 ]
9:26328954 [ 0.38856126  4.02800987 -0.19590151]
9:26507211 [-0.3746559   4.9054347  -0.33867896]
9:26595257 [-0.07867562  4.7033045  -0.20186466]
9:26760477 [-0.38322351  5.09050439 -0.29942564]
9:26935996 [ 0.05441227  4.55933093 -0.19464868]
9:26995787 [ 0.25194635  4.57802392 -0.28213957]
9:27428550 [-0.44046665  4.71242087 -0.22405548]
9:27497792 [ 0.58441139  3.51071349 -0.21828871]
9:27579560 [-0.28951097  4.84165045 -0.23041616]
9:27977762 [ 0.25819324  4.4339076  -0.23079436]
9:28298064 [ 0.13290828  4.61221827 -0.26203913]
9:28377370 [ 0.44735431  3.97944714 -0.30337532]
9:29350850 [-0.11634769  4.77406823 -0.30212168]
9:29447139 [ 0.31637322  4.14597496 -0.23475844]
9:30143230 [-0.21669986  4.72172472 -0.29001985]
9:30403952 [-0.19845075  4.71831376 -0.19942922]
9:30797625 [-0.18314443  4.81530753 -0.30721012]
9:32493767 [-0.3578896   4.61717447 -0.22483017]
9:32923132 [ 0.03432005  4.5685328  -0.24791952]
9:33240225 [-0.2514436   4.73526436 -0.18737794]
9:33345616 [ 0.19716821  4.39591947 -0.24438087]
9:33525447 [ 0.2017622   4.5606253  -0.26902978]
9:34017106 [ 0.30808914  4.16285598 -0.1919488 ]
9:34237480 [ 0.12130823  4.59926908 -0.20438305]
9:34500821 [-0.5007082   4.77013713 -0.16907097]
9:35044493 [ 0.45437958  4.51997694 -0.26482785]
9:35076755 [ 0.25434387  4.56918749 -0.23505827]
9:35290205 [ 0.18921771  4.56023396 -0.28300581]
9:35712003 [ 0.35402452  4.4383135  -0.21349361]
9:36607660 [ 0.5294532   4.58924771 -0.26707704]
9:37198176 [-0.35304472  4.69373339 -0.27833523]
9:37433556 [ 0.44970031  4.02170143 -0.09556766]
9:38407860 [ 0.13092323  4.47761105 -0.32280881]
9:38720627 [-0.05959378  4.6347427  -0.25384488]
9:38746404 [-0.62103375  4.7301771  -0.29325678]
9:71620614 [ 0.19886033  4.54948461 -0.28505706]
9:71801392 [ 0.59273539  4.51848566 -0.27951004]
9:71843023 [ 0.17139695  4.34616632 -0.19164979]
9:71865932 [-0.43102176  4.89607737 -0.3040867 ]
9:71990645 [ 0.41854557  4.34358671 -0.18766916]
9:73405244 [-0.09089335  4.67976529 -0.26468766]
9:73497518 [ 0.11005771  4.54752527 -0.32489739]
9:73500481 [-0.03331377  4.67098813 -0.33338148]
9:73836535 [ 0.4930209   4.19385596 -0.22316723]
9:74208282 [ 0.02789802  4.59265702 -0.21440778]
9:74305098 [-0.58213     4.75627061 -0.30459745]
9:74355185 [-0.46470947  4.80893188 -0.241428  ]
9:74360096 [-0.16474077  4.76647955 -0.30958131]
9:74733695 [-0.83285987  4.73469615 -0.17966866]
9:74944437 [ 0.09306345  4.53568103 -0.21647937]
9:75800805 [ 0.09945634  4.49417231 -0.23653444]
9:75828707 [ 0.25865074  4.56866437 -0.26942855]
9:76002121 [-0.61917998  4.71817891 -0.1693983 ]
9:77206232 [ 0.80054378  3.05284439 -0.1538483 ]
9:77830570 [ 0.0866993   4.58725433 -0.26125001]
9:78518859 [-0.4245913   5.15274606 -0.24828203]
9:78733068 [ 0.31589509  4.4852835  -0.26989807]
9:78773953 [ 0.23431419  4.48524137 -0.29820813]
9:78962285 [-0.23806523  4.81493536 -0.31857866]
9:79318471 [ 0.19819068  4.30647927 -0.21485133]
9:79505493 [-0.17393115  4.7933044  -0.22841997]
9:79689203 [-0.16331301  4.84177105 -0.20390214]
9:79936579 [-1.92684313  4.65686911 -0.21670997]
9:79986057 [-0.04303825  4.67714635 -0.30559115]
9:80159865 [-0.05206801  4.67478859 -0.23012554]
9:80943620 [-0.06285549  4.74274024 -0.30658493]
9:80946291 [ 0.28347419  4.36729872 -0.26425827]
9:81111931 [ 0.43415844  3.97603507 -0.28426877]
9:81402625 [ 0.24702295  4.56065661 -0.29626761]
9:81476382 [-0.18367347  4.72341568 -0.26649958]
9:81675754 [ 0.29304348  4.2355475  -0.22416163]
9:81743062 [ 0.00544856  4.61363903 -0.27785987]
9:81966076 [-0.06822267  4.65188037 -0.25065403]
9:82032456 [-0.40518936  4.90152417 -0.16763735]
9:83462500 [ 0.11430842  4.60024132 -0.33585592]
9:83865218 [-0.30211939  4.73692088 -0.26692864]
9:84763025 [-0.18992987  4.77876602 -0.27585783]
9:85748119 [ 0.2770948   4.28756007 -0.27008746]
9:85960840 [-0.29988235  4.80169453 -0.33534253]
9:86048883 [ 0.19896452  4.60881707 -0.33370382]
9:86089295 [-0.13572016  4.8180866  -0.23455723]
9:86518796 [-0.64455526  4.7343442  -0.25966891]
9:86925846 [ 0.22732946  4.46506194 -0.28468751]
9:86960060 [-0.21318963  4.78414257 -0.27931918]
9:87593028 [-0.48668531  5.23406993 -0.21671049]
9:87960028 [-0.02239372  4.64783423 -0.29627345]
9:88012713 [ 0.47313057  4.23956817 -0.13851661]
9:88013822 [ 0.09967979  4.4799091  -0.19218056]
9:88234954 [ 0.2730601   4.49265363 -0.30463322]
9:89162181 [ 0.42661285  4.05114495 -0.17368142]
9:89212523 [-0.13586244  4.735584   -0.24863406]
9:89285932 [-0.22512364  4.78042779 -0.27577893]
9:89468654 [-0.74954429  4.79690338 -0.22969735]
9:90006563 [ 0.10425399  4.60961384 -0.29699567]
9:90503451 [-0.06164453  4.73855423 -0.30425229]
9:91423611 [ 0.01339344  4.56422849 -0.2171484 ]
9:92704074 [ 0.10994652  4.58827094 -0.32623886]
9:92727048 [ 0.20774161  4.54148189 -0.30521194]
9:92887130 [ 0.29226866  4.4587858  -0.178724  ]
9:93455943 [-0.14858417  4.67241997 -0.19644406]
9:93609419 [ 0.4259203   4.40404347 -0.32226191]
9:94087622 [-0.66170325  4.71533779 -0.25048459]
9:94141918 [ 0.02964409  4.54583839 -0.20705125]
9:94420140 [ 0.23100228  4.28694217 -0.13330358]
9:94483198 [-0.0123446   4.63897079 -0.26252725]
9:95472584 [ 0.50454819  4.43004025 -0.21055557]
9:95609564 [ 0.5078854   4.50297645 -0.20474957]
9:95618766 [-0.10093943  4.75089441 -0.22566828]
9:95782667 [ 0.03750207  4.6007945  -0.23522181]
9:95888667 [-0.00909899  4.62914453 -0.25626465]
9:96077465 [ 0.09973793  4.50567048 -0.2211867 ]
9:96842557 [-0.19839644  4.666526   -0.25903931]
9:96902444 [ 0.46497731  4.50235217 -0.19005759]
9:97522600 [-1.02926112  4.75327926 -0.28566785]
9:97662496 [ 0.03339276  4.56964295 -0.25045587]
9:97844513 [ 0.38279275  4.41691238 -0.11983993]
9:98302535 [ 0.0800886   4.62489518 -0.28847481]
9:98364547 [ 0.29349114  4.40256228 -0.27107627]
9:98691137 [ 0.12707338  4.58810093 -0.28756677]
9:98932749 [-0.00587468  4.60147996 -0.24386498]
9:99077386 [-4.72840338e-04  4.60049003e+00 -2.08642948e-01]
9:99806169 [-0.20595962  4.78875866 -0.24412954]
9:100005128 [-0.0064916   4.62928909 -0.32316798]
9:100305357 [ 0.03630185  4.57386536 -0.20927278]
9:100388197 [-0.13325703  4.75324039 -0.21062802]
9:100995758 [ 0.10569786  4.56475703 -0.26287945]
9:101363329 [-0.20343844  4.70053571 -0.26837401]
9:101748356 [-0.01293776  4.65235941 -0.2637785 ]
9:101831995 [ 0.08240827  4.61164346 -0.26871314]
9:102595685 [-0.38069182  4.78290949 -0.20899465]
9:102687082 [ 0.03347688  4.5940656  -0.28991269]
9:103521788 [-0.43938822  5.37399295 -0.2215557 ]
9:103573103 [-0.25835331  4.90724871 -0.28290884]
9:103921194 [-0.26564825  4.87896239 -0.33391272]
9:104033919 [-0.24348307  4.79538106 -0.29381258]
9:104133628 [ 0.15686442  4.47432972 -0.32151497]
9:104335682 [ 0.25190637  4.55605758 -0.27590425]
9:104657274 [-0.35147917  5.08453805 -0.26390329]
9:104705253 [-0.29248538  5.07004517 -0.26067854]
9:104946268 [ 0.03384661  4.51251498 -0.1230326 ]
9:105135141 [-0.2895026   4.9420844  -0.25978226]
9:105445184 [ 0.21441837  4.21708652 -0.23423148]
9:105785533 [-0.08585467  4.72384231 -0.28609536]
9:105803672 [ 0.06292832  4.60452829 -0.33706547]
9:106148215 [-0.09812137  4.71923556 -0.28068399]
9:106675290 [ 0.02058647  4.6295159  -0.23117512]
9:106720681 [-0.24017371  4.90365348 -0.17781622]
9:107602678 [ 0.0592396   4.61888219 -0.32391368]
9:107804674 [ 0.02969307  4.5952126  -0.21187449]
9:107920445 [-0.35351301  4.89786228 -0.22428811]
9:108474679 [-0.25625643  4.91741292 -0.34095628]
9:109492294 [ 0.32900952  4.42029996 -0.30430686]
9:109911084 [-0.0990723   4.65741473 -0.18323859]
9:109995551 [-0.25250104  4.83304904 -0.2708804 ]
9:110076032 [ 0.26288083  4.33203137 -0.30212719]
9:110467498 [-0.24135724  4.96455012 -0.29499028]
9:110529087 [ 0.49486684  4.55056693 -0.28213027]
9:110573303 [ 0.38408186  4.53590385 -0.32281004]
9:110581046 [-0.26401901  4.97484034 -0.22819136]
9:111621439 [-0.21568374  4.76212437 -0.26980529]
9:112098154 [-1.24395061  4.77542977 -0.32996212]
9:112512382 [-0.12487309  4.71494031 -0.21806658]
9:112521535 [ 0.00673584  4.59844546 -0.27252228]
9:112556848 [ 0.15534986  4.50831192 -0.24023688]
9:112898843 [-1.61785924  4.63775948 -0.16560028]
9:113005260 [ 0.20964081  4.26134794 -0.19576426]
9:113096572 [-0.27386057  4.63403208 -0.26695252]
9:113141959 [-0.77694061  4.77666354 -0.31950162]
9:113169116 [-0.33463777  4.66963019 -0.27511862]
9:113221247 [-0.4803268   4.77378496 -0.25736666]
9:113392182 [ 0.53933545  3.71869761 -0.23008155]
9:113782852 [ 0.48204056  4.18861862 -0.26138901]
9:114359624 [ 0.17639186  4.45531426 -0.23427005]
9:114406649 [-0.26467675  4.86858245 -0.24586911]
9:114638922 [-0.39738266  4.78501321 -0.27476745]
9:114672325 [ 0.1486245   4.46671432 -0.29367444]
9:115781111 [-0.08535979  4.69335836 -0.29431154]
9:115794614 [-0.1907985   4.84240212 -0.33566234]
9:115963802 [-0.20083345  4.83777059 -0.18067044]
9:116107087 [-0.11214916  4.78606584 -0.33084511]
9:116486584 [ 0.10521419  4.48511077 -0.23465253]
9:116931099 [ 0.2286509   4.49739221 -0.33772601]
9:116931666 [-0.3546099   4.8078478  -0.28402246]
9:117024627 [-0.22386187  4.76427832 -0.18327988]
9:117076684 [ 0.21065558  4.34001511 -0.27785755]
9:117744430 [-0.37820339  4.94219189 -0.230197  ]
9:117956575 [-0.32743648  4.99856853 -0.21623524]
9:118013289 [ 0.13989095  4.53449263 -0.24080019]
9:118107565 [ 0.22078688  4.58983379 -0.29699365]
9:118207446 [ 0.12379447  4.5536521  -0.25789412]
9:118314667 [-3.72847889e-03  4.62590313e+00 -2.81037816e-01]
9:119124875 [-0.63604941  4.65654954 -0.30125032]
9:119205302 [ 0.0869656   4.53229707 -0.17078369]
9:119554510 [ 0.10618562  4.41892154 -0.20957983]
9:119685539 [ 0.28843002  4.60693215 -0.28361091]
9:119817038 [ 0.03150341  4.58729251 -0.32333798]
9:119854198 [-4.45226054e-03  4.59473178e+00 -2.43002654e-01]
9:120216660 [-8.59401856e-04  4.65262977e+00 -2.28600894e-01]
9:120292334 [ 0.10921504  4.58420725 -0.26717735]
9:120496387 [ 0.10204762  4.44698146 -0.29047816]
9:120524178 [ 0.17316256  4.32348718 -0.22882372]
9:120571251 [ 0.38926963  4.12876041 -0.25584731]
9:121158641 [ 0.08325804  4.47113889 -0.27317702]
9:121803609 [ 0.23806866  4.6000904  -0.26202664]
9:121984553 [ 0.11104757  4.61934246 -0.29702329]
9:122487783 [ 0.46553707  4.44609341 -0.29187849]
9:122874156 [-0.2245698   4.87835269 -0.20955294]
9:123205981 [-0.32550223  4.66009854 -0.29156025]
9:123550027 [-0.32785032  5.08567941 -0.21347374]
9:124308077 [-0.47165063  4.8860583  -0.29189829]
9:125391409 [-0.35299356  4.86241913 -0.23072572]
9:125542199 [ 0.22888259  4.24155118 -0.26741567]
9:125828592 [-0.05935642  4.69344677 -0.23267362]
9:126889267 [ 0.15543828  4.55798186 -0.24082998]
9:127566378 [-0.07056756  4.73365601 -0.28719055]
9:127618776 [-0.1724766   4.91795686 -0.23540314]
9:128783188 [ 0.33184902  4.2496967  -0.17333021]
9:128810846 [ 0.03951813  4.62115176 -0.24305977]
9:128866262 [-0.04905236  4.69021219 -0.28709254]
9:129419025 [ 0.35406393  4.49320483 -0.19260879]
9:129659918 [ 0.35821536  4.18081419 -0.23080438]
9:129854199 [ 0.07372814  4.62516679 -0.24836221]
9:130279255 [-0.19905019  4.63073676 -0.26384803]
9:130504070 [-0.07183528  4.6179195  -0.23147451]
9:131998296 [-0.21770825  4.78526369 -0.19368043]
9:132049842 [-0.47554224  4.89848541 -0.2380933 ]
9:132084621 [-0.74740205  4.81556701 -0.12285607]
9:132173887 [ 0.18112881  4.61168507 -0.27261778]
9:132192986 [ 0.31796217  4.49558256 -0.29684058]
9:132431637 [ 0.3658014   4.55062625 -0.26091351]
9:133453327 [ 0.03379242  4.61736647 -0.23809361]
9:133488494 [-0.1740089   4.62968064 -0.21578547]
9:133545578 [ 0.36254884  4.08530316 -0.31320202]
9:133948049 [-0.14434815  4.81254376 -0.27899199]
9:134385435 [-0.30005887  4.65664446 -0.22894219]
9:135073877 [ 0.33250497  4.41718439 -0.23703094]
9:135105964 [-2.22733508  7.57856397 -0.27300183]
9:135310415 [-0.37334843  4.96804174 -0.10001198]
9:135470281 [-0.54295936  4.65197309 -0.27253431]
9:135776034 [ 0.23414086  4.43171226 -0.30650414]
9:136009191 [-0.02943677  4.6403348  -0.22018239]
9:136037742 [ 0.17727974  4.49153687 -0.23498328]
9:136149229 [-0.0435334   4.75738035 -0.30819557]
